track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_deezer_playlists,streams,in_apple_playlists,in_spotify_charts,in_apple_charts,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Overall Ranking
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,12,184937148,20,0,38,0,0,141,59,56,63,12,0,6,36,9.5
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,3,31959571,1,0,1,0,0,108,46,23,48,75,30,14,4,0.25
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,74,167076418,24,0,47,0,0,94,42,47,36,76,0,9,5,11.75
Freaks,Surf Curse,1,2015,5,10,3006,121,824420218,23,3,21,0,13,180,35,41,94,0,63,5,5,9.25
Acapulco,Jason Derulo,1,2021,9,1,3098,182,363467642,111,0,5,1,0,122,77,51,79,5,0,16,5,1.5
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,384,1127468248,42,4,70,0,3,85,59,33,52,7,15,12,3,19.25
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,5,60680939,3,0,0,0,0,148,68,29,73,0,0,7,7,0
ELEVEN,IVE,1,2021,12,1,521,11,247737946,17,1,89,0,0,120,83,59,73,6,0,5,11,22.5
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,636,1699402402,237,0,27,0,,91,70,76,72,22,0,27,4,9
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,8,154797871,13,0,27,0,0,120,72,54,71,26,0,10,4,6.75
DANCE CRIP,Trueno,1,2021,11,17,731,24,198883004,14,0,14,0,4,106,86,86,79,11,0,8,9,4.5
Miserable Man,David Kushner,1,2022,1,7,788,32,124407432,13,0,0,1,0,110,63,31,35,93,0,29,3,0.25
happier,Olivia Rodrigo,1,2021,5,21,3069,105,850608354,25,4,46,0,45,169,39,36,45,81,0,8,13,23.75
Praise God,Kanye West,1,2021,8,29,4651,105,376333030,24,0,6,0,0,118,80,21,55,1,0,26,17,1.5
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,73,516784627,43,0,19,12,0,92,91,79,66,32,0,9,16,7.75
Before You Go,Lewis Capaldi,1,2019,11,1,8327,625,1608045237,205,24,130,0,25,112,45,19,60,63,0,9,6,44.75
Sky,Playboi Carti,1,2020,12,25,3297,52,506778838,25,3,3,0,1,140,79,56,91,26,0,13,21,1.75
Rolling in the Deep,Adele,1,2010,11,29,35684,"6,280",1472799873,195,6,125,2,78,105,73,52,76,13,0,5,3,52.75
Sobrio,Maluma,1,2021,7,8,3506,100,513643924,103,10,76,1,1,178,76,63,77,14,0,15,22,22
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,154,261286503,60,0,17,0,22,108,96,71,42,57,0,8,9,9.75
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,99,783706581,20,0,21,0,7,173,40,19,29,86,0,34,4,7
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,259,422691058,54,10,16,0,13,101,67,40,90,3,0,34,6,9.75
The Business,Tiï¿½ï¿,1,2020,1,1,14311,582,1062345656,255,0,32,0,14,120,80,24,62,41,2,11,23,11.5
positions,Ariana Grande,1,2020,10,23,8207,95,1252563873,175,0,55,0,2,144,73,66,80,44,0,9,12,14.25
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,434,851070493,65,0,88,3,13,133,75,96,61,0,0,18,4,26
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,89,263894529,7,0,3,0,0,158,46,62,83,53,0,97,28,0.75
The Feels,TWICE,1,2021,10,1,1150,44,345903614,20,0,99,0,2,120,81,92,90,9,0,8,7,25.25
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,210,951637566,111,4,127,0,37,129,61,59,46,56,0,13,5,42
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,"1,219",956865266,92,0,127,0,62,102,74,45,89,5,0,26,13,47.25
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,201,427486004,122,0,11,0,1,124,79,79,84,2,0,5,5,3
Pope Is a Rockstar,SALES,1,2016,4,20,1966,50,156658366,4,0,2,0,0,90,73,31,45,85,24,11,3,0.5
2055,Sleepy hallow,1,2021,4,14,2226,44,624515457,29,0,0,0,0,161,78,65,52,46,0,12,31,0
Bored,Billie Eilish,1,2017,3,30,4204,250,777765388,39,0,45,0,0,120,60,11,33,90,0,8,5,11.25
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,38,412795151,19,0,0,0,0,81,45,12,57,7,0,23,3,0
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,478,1138474110,146,0,18,0,7,150,78,47,70,18,0,15,9,6.25
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,38,355219175,101,0,12,0,0,105,76,58,84,10,0,13,10,3
Every Summertime,NIKI,1,2021,8,10,1211,5,290228626,30,2,2,0,6,79,63,76,67,38,0,6,4,2.5
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,862,1062956628,5,2,0,0,0,146,52,7,61,51,0,11,3,0.5
you broke me first,Tate McRae,1,2020,4,17,6638,318,1180094974,167,0,19,0,1,124,64,8,37,79,0,9,5,5
The Nights,Avicii,1,2014,1,1,17354,"1,282",1456081449,92,8,122,0,55,126,53,66,85,2,0,24,4,46.25
Take My Breath,The Weeknd,1,2021,8,6,6392,344,432702334,174,0,73,0,0,121,75,53,74,2,0,11,5,18.25
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,86,489945871,144,0,30,0,0,136,80,33,60,0,0,32,14,7.5
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,39,465959382,36,3,82,0,5,102,77,26,63,58,0,11,5,22.5
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,8,1223481149,8,0,8,2,0,77,73,54,74,23,0,41,23,2.5
Dance Monkey,Tones and I,1,2019,5,10,24529,"3,595",2864791672,533,0,167,6,,98,82,54,59,69,0,18,10,57.66666667
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,710,2288695111,188,0,34,0,5,84,44,22,48,38,0,33,24,9.75
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,131,720825549,92,0,34,0,0,102,89,77,82,3,0,17,11,8.5
All of Me,John Legend,1,2013,8,1,27221,"4,534",2086124197,308,0,118,2,77,120,42,33,26,92,0,13,3,49.25
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,"12,367",1690192927,265,9,121,4,160,117,52,73,91,0,0,11,7,73.5
Arcade,Duncan Laurence,1,2019,3,7,6646,584,991336132,107,0,47,1,,72,45,27,33,82,0,14,4,16
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,96,593917618,118,6,116,0,3,168,67,29,47,5,0,22,26,31.25
Bar,"Tini, L-Gante",2,2021,11,11,755,0,200972675,22,4,3,0,0,94,52,68,69,13,0,33,8,1.75
The Rumbling (TV Size),SiM,1,2022,1,10,254,23,71014967,0,0,4,0,0,145,41,65,88,0,0,26,5,1
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,63,560222750,114,5,15,0,2,134,71,14,61,1,0,23,33,5.5
Mr. Brightside,The Killers,1,2003,9,23,51979,"5,063",1806617704,306,15,99,2,120,148,35,24,93,0,0,10,8,59
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,10,77337771,2,0,12,0,0,127,60,40,89,9,0,60,6,3
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,67,528544703,93,0,5,1,0,172,74,79,66,11,0,8,16,1.5
Streets,Doja Cat,1,2019,11,7,5728,179,865640097,85,0,87,0,12,90,75,19,46,21,4,34,8,24.75
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,"2,854",2159346687,368,12,155,6,121,96,57,30,40,38,0,26,3,73.5
Polaroid Love,ENHYPEN,1,2022,1,10,461,17,211372494,10,0,56,0,0,138,74,65,67,46,0,36,4,14
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,110,651732901,143,4,24,0,70,120,72,67,72,0,0,13,4,24.5
Permission to Dance,BTS,1,2021,7,9,1801,74,608334048,77,2,134,0,2,125,70,65,74,1,0,34,4,34.5
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,710,863756573,209,0,54,0,18,123,82,80,86,1,0,30,13,18
RAPSTAR,Polo G,1,2021,4,9,4731,78,797402345,141,0,12,0,0,81,79,44,54,41,0,13,24,3
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,"2,515",1695712020,78,0,46,1,0,171,55,10,85,7,0,8,20,11.75
Memories,Maroon 5,1,2019,9,20,9974,"1,066",1759567999,272,2,67,1,19,91,77,60,32,84,0,8,5,22.25
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,56,61,76,10,0,14,11,0
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,3,54937991,17,0,3,0,0,115,90,74,54,16,0,13,28,0.75
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,65,226897599,89,0,21,0,0,125,69,70,89,4,0,49,3,5.25
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,93,258316038,24,0,92,0,0,122,80,62,69,28,0,13,7,23
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,70,596152090,61,16,23,1,0,92,85,92,54,16,0,29,7,10
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,15,177129919,30,0,26,0,0,90,63,75,75,17,0,11,8,6.5
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,175,716591492,151,28,102,5,29,94,84,90,70,9,0,14,8,41
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,"6,591",1210599487,141,0,78,1,0,93,81,53,78,18,0,6,24,19.75
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,20,246376690,4,5,113,0,1,130,51,50,76,30,0,10,7,29.75
Boyfriend,Dove Cameron,1,2022,2,11,3766,102,496311364,76,0,0,0,2,180,35,23,61,23,0,19,6,0.5
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,34,146789379,46,0,1,0,0,134,53,31,31,92,0,28,3,0.25
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,"5,451",843309044,142,0,40,1,953,95,92,31,89,3,0,8,25,248.5
Light Switch,Charlie Puth,1,2022,1,19,4049,85,500340342,119,0,6,1,1,184,69,91,63,11,0,9,31,2
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,30,107255472,34,0,3,0,0,147,47,50,80,10,0,32,38,0.75
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,31,135079152,34,0,1,0,0,123,52,44,60,40,0,26,3,0.25
Lost,Frank Ocean,1,2012,1,1,29499,587,822239726,124,11,27,0,4,123,91,49,61,3,0,17,22,10.5
In Da Club,50 Cent,1,2002,1,1,30427,"5,221",1202722675,235,7,106,1,35,90,90,79,71,26,0,7,37,37.25
she's all i wanna be,Tate McRae,1,2022,2,4,2711,51,343197054,105,0,12,0,12,160,61,65,64,1,0,12,4,6
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,113,240769997,13,0,0,1,3,115,60,37,71,8,0,48,4,1
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,7,426204830,33,0,123,0,4,141,37,17,67,2,0,34,9,31.75
Notion,The Rare Occasions,1,2016,8,5,2393,65,421135627,22,0,13,0,6,160,31,30,88,7,0,8,8,4.75
Formula,Labrinth,1,2019,10,4,3444,102,554875730,24,7,85,0,1,145,57,23,66,4,6,15,4,23.25
Mount Everest,Labrinth,1,2019,6,21,5443,80,467727006,45,0,1,0,12,89,46,43,43,23,8,8,22,3.25
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,2,327498031,7,4,21,0,0,95,84,49,72,8,0,15,8,6.25
Cigarettes,Juice WRLD,1,2021,12,10,975,10,185408548,11,0,0,0,0,160,60,47,62,3,0,38,4,0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,12,245400167,19,1,5,0,0,174,67,74,75,44,0,7,30,1.5
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,"1,663",579395142,128,0,17,0,0,92,77,76,84,3,0,38,4,4.25
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,"1,674",675039469,78,0,15,0,3,134,93,61,74,9,0,17,8,4.5
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,50,252871192,57,2,13,1,7,172,31,4,86,1,0,28,17,5.75
Mujeriego,Ryan Castro,1,2021,12,17,1492,91,231996128,44,0,63,0,24,80,76,92,62,6,0,8,13,21.75
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,"1,481",1929770265,284,1,114,0,5,150,91,42,60,0,0,9,12,30
Stan,"Eminem, Dido",2,1999,11,21,17115,"4,180",918915401,83,0,63,0,0,80,78,53,74,4,0,45,21,15.75
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,398,1180896317,65,0,45,0,1,166,81,83,75,14,0,29,34,11.5
Swim,Chase Atlantic,1,2017,10,4,2742,62,498960285,5,0,1,0,0,120,67,8,54,27,0,8,4,0.25
A Tu Merced,Bad Bunny,1,2020,2,29,4214,40,685071800,21,11,20,0,0,92,86,89,79,17,0,11,6,7.75
Numb Little Bug,Em Beihold,1,2022,1,28,2026,42,258714692,47,0,3,12,6,85,74,61,52,30,0,26,9,5.25
212,"Mainstreet, Chefin",2,2022,1,15,352,39,143139338,10,0,0,0,0,154,79,86,52,66,0,9,7,0
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,15,209768491,42,0,7,0,4,92,73,37,74,28,0,14,6,2.75
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,14,64714573,25,0,0,0,0,140,89,75,70,6,0,13,5,0
Worst Day,Future,1,2022,2,11,910,24,50746620,20,0,3,0,0,89,65,60,60,11,0,10,40,0.75
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,64,154119539,28,0,73,0,0,135,89,89,86,16,0,8,5,18.25
Hrs and Hrs,Muni Long,1,2021,11,19,1800,46,181328253,43,0,36,13,4,140,51,66,53,60,0,11,18,13.25
Alien Blues,Vundabar,1,2015,7,24,1930,28,370068639,3,0,0,0,1,82,47,44,76,8,91,9,3,0.25
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,"3,895",2280566092,363,0,129,0,28,79,78,58,45,47,0,18,3,39.25
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,266,563902868,47,0,116,0,0,88,31,31,63,47,27,21,12,29
Christmas Tree,V,1,2021,12,24,509,6,317622165,8,9,106,0,8,139,44,18,38,70,0,12,4,30.75
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,93,291709698,35,2,104,1,0,124,73,68,83,55,0,90,7,26.75
When I R.I.P.,Labrinth,1,2019,10,4,2578,66,203680270,8,0,67,0,0,80,39,45,55,73,0,9,21,16.75
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,26,81350745,42,0,1,0,0,120,84,54,51,47,0,12,40,0.25
Forever,Labrinth,1,2019,10,4,3618,138,282883169,21,0,86,0,2,80,56,19,46,92,72,11,3,22
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,29,64787943,8,0,0,0,0,117,92,62,86,11,0,24,24,0
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,"1,785",2484812918,453,2,50,1,8,117,76,77,52,4,0,8,3,15.25
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,55,461437791,13,0,7,0,1,140,62,46,73,10,0,67,11,2
Adore You,Harry Styles,1,2019,12,6,13454,519,1439191367,246,1,71,2,5,99,68,57,77,2,0,10,5,19.75
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,100,759208783,52,20,42,0,0,93,74,59,87,3,0,8,5,15.5
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,"1,197",368646862,45,0,27,0,43,106,44,8,20,74,42,11,3,17.5
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,51,299634472,69,0,2,11,0,124,81,68,63,17,0,10,22,3.25
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,492,756907987,185,4,40,9,35,95,76,96,70,18,0,33,4,22
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,53,682475162,46,32,16,1,2,96,87,82,53,10,0,5,8,12.75
Envolver,Anitta,1,2021,11,11,4673,180,546191065,123,2,113,1,4,92,81,40,73,15,0,9,8,30
Starlight,Dave,1,2022,3,3,1856,31,229473310,29,3,40,1,1,124,95,36,37,35,0,10,28,11.25
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,0,202677468,12,2,4,0,0,72,64,76,44,70,9,12,4,1.5
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,58,121913181,26,0,1,0,0,71,28,26,20,19,0,30,3,0.25
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,99,208166039,45,2,0,1,1,135,78,55,57,4,0,10,8,1
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,0,527033089,18,2,82,0,5,95,81,56,70,4,0,5,24,22.25
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,13,94616487,7,0,11,0,0,71,59,70,74,56,0,11,40,2.75
Jordan,Ryan Castro,1,2021,4,30,2844,35,394030335,29,2,2,1,0,180,80,71,68,6,0,10,37,1.25
Nail Tech,Jack Harlow,1,2022,2,18,2939,24,193443895,42,0,0,0,0,150,65,11,58,0,0,12,9,0
Chale,Eden Muï¿½ï,1,2022,2,18,695,13,299648208,16,11,41,1,1,189,55,86,44,40,0,7,4,13.5
DARARI,Treasure,1,2022,2,15,328,7,182978249,10,0,21,0,9,85,72,55,64,49,0,7,4,7.5
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,32,319757142,27,16,84,7,11,140,59,73,45,44,0,34,3,29.5
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,14,109091573,0,0,0,0,0,81,77,68,70,6,0,17,20,0
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,19,153240879,26,0,1,0,0,104,80,24,65,2,0,9,4,0.25
this is what falling in love feels like,JVKE,1,2021,9,3,2005,43,346127840,16,0,5,0,7,129,42,33,44,62,0,8,6,3
La Zona,Bad Bunny,1,2020,2,29,1188,15,312622938,13,0,1,0,1,94,76,81,80,20,0,25,4,0.5
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,"5,691",2197010679,321,3,162,8,17,71,41,23,40,27,0,30,5,47.5
Hope,XXXTENTACION,1,2018,3,16,3659,267,1200808494,11,0,10,0,7,146,59,23,46,66,0,15,6,4.25
Levitating,Dua Lipa,1,2020,3,27,9833,531,797196073,233,0,82,1,1,103,69,90,88,5,0,29,8,21
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,"6,284",1970673297,315,34,160,1,46,124,53,66,78,0,0,16,5,60.25
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,70,665765558,10,0,0,0,0,164,70,71,58,24,0,7,13,0
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,12,263779030,2,0,0,0,10,138,69,35,57,12,0,10,9,2.5
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,11,339473453,36,0,2,0,14,126,67,37,46,13,0,10,39,4
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,"2,692",2204080728,336,21,188,3,30,103,61,47,65,3,0,17,4,60.5
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,"2,179",2591224264,315,0,159,0,44,95,75,64,52,41,0,11,3,50.75
O.O,NMIXX,1,2022,2,22,290,10,135444283,9,0,66,0,0,200,39,28,77,4,0,6,29,16.5
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,"6,508",1457139296,217,0,136,1,,129,86,75,52,54,0,10,4,45.66666667
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,50,236872197,15,0,48,0,3,98,68,33,43,38,0,36,14,12.75
First Class,Jack Harlow,1,2022,4,8,8737,137,694525298,163,0,32,15,12,107,91,32,56,3,0,11,10,14.75
Plan A,Paulo Londra,1,2022,3,23,1105,19,240661097,32,0,0,0,0,174,58,56,83,5,0,7,4,0
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,43,421365166,68,21,24,1,0,92,45,27,67,32,0,13,14,11.5
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,32,349746291,55,1,3,0,0,90,81,59,83,9,0,11,5,1
When You're Gone,Shawn Mendes,1,2022,3,31,2092,44,255120451,75,0,11,0,14,147,60,58,69,2,0,58,4,6.25
In My Head,Lil Tjay,1,2022,4,1,1185,31,190981339,21,0,0,0,0,143,68,41,55,16,0,10,12,0
Wait a Minute!,Willow,1,2015,1,11,11985,250,924193303,79,0,80,3,10,101,76,63,71,3,0,10,3,23.25
LOVE DIVE,IVE,1,2022,4,5,753,13,305771063,28,8,124,0,1,118,70,54,71,0,0,33,4,33.25
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,30,273005485,49,0,17,0,0,98,83,63,74,14,0,16,6,4.25
Chance,Paulo Londra,1,2022,4,6,225,7,89566512,11,0,0,0,0,138,72,22,46,24,0,9,6,0
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,577,677389855,155,0,5,0,6,114,59,30,62,1,0,8,4,2.75
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,52,75476209,24,0,0,0,0,180,63,45,64,34,0,9,8,0
Angel Baby,Troye Sivan,1,2021,9,9,1959,32,408843328,52,9,25,0,10,145,56,41,57,1,0,13,3,11
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,39,187772591,26,4,3,0,0,115,78,63,64,1,0,7,4,1.75
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,11,178512385,14,0,0,0,0,82,79,48,84,13,0,21,23,0
Right On,Lil Baby,1,2022,4,8,1116,15,101780047,31,0,9,0,1,166,70,22,61,2,0,10,34,2.5
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,4,118381354,12,2,2,0,0,92,86,91,79,29,0,60,16,1
That's Hilarious,Charlie Puth,1,2022,4,8,686,12,146363130,11,2,6,0,15,108,71,55,44,74,0,11,6,5.75
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,4,126443991,5,0,0,0,1,84,71,63,45,45,0,11,3,0.25
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,52,157990698,20,0,4,0,1,95,69,90,91,6,0,35,4,1.25
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,49,176290831,32,0,0,0,0,135,93,77,45,25,0,13,27,0
Falling,Harry Styles,1,2019,12,13,7556,254,1023187129,124,0,24,0,8,110,57,6,27,84,0,9,3,8
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,60,106933107,46,0,8,0,0,88,89,59,64,5,0,19,7,2
Fim de Semana no Rio,teto,1,2022,3,30,315,31,139193812,27,2,2,0,0,119,87,28,50,12,0,10,10,1
MANIAC,Stray Kids,1,2022,3,18,651,20,212234990,6,0,188,0,0,120,58,71,80,15,0,7,41,47
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,"1,370",1714490998,229,0,57,2,71,122,86,97,80,36,0,9,6,32.5
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,13,197643795,10,0,2,0,1,98,78,83,75,41,0,27,8,0.75
Golden,Harry Styles,1,2019,12,13,8429,200,807015863,85,1,24,0,2,140,45,25,84,21,0,13,6,6.75
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,"8,215",933815613,203,0,1,0,0,116,79,87,81,4,0,10,4,0.25
Ain't Shit,Doja Cat,1,2021,6,25,3436,46,499710590,32,0,6,0,1,124,86,62,49,51,0,35,21,1.75
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,30,120847157,34,0,39,0,0,105,91,73,72,13,0,9,15,9.75
Still Life,BIGBANG,1,2022,4,5,181,7,53909146,16,0,14,0,0,118,68,24,58,44,0,6,3,3.5
Photograph,Ed Sheeran,1,2014,6,20,18778,"2,453",2236667932,228,3,105,0,84,108,61,20,38,61,0,10,5,48
Love Yourself,Justin Bieber,1,2015,11,9,22730,"2,430",2123309722,289,5,87,0,36,100,61,53,38,84,0,28,44,32
N95,Kendrick Lamar,1,2022,5,13,5542,65,301242089,52,0,16,0,206,140,81,39,66,38,0,12,14,55.5
About Damn Time,Lizzo,1,2022,4,14,9021,272,723894473,242,0,49,21,24,109,84,72,74,10,0,34,7,23.5
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,32,237351106,38,0,13,0,0,101,78,40,74,36,0,17,27,3.25
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,24,461558540,27,0,44,0,5,78,56,61,90,36,0,18,31,12.25
Un Ratito,Bad Bunny,1,2022,5,6,1112,13,417230415,7,6,30,1,1,93,79,22,55,31,0,12,5,9.5
United In Grief,Kendrick Lamar,1,2022,5,13,2575,12,156898322,4,0,5,0,51,87,52,32,83,24,0,17,43,14
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,22,127309180,4,0,0,0,0,153,55,50,78,19,0,11,35,0
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,11,313113297,7,0,21,0,0,142,87,93,59,28,0,17,5,5.25
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,33,173702135,20,0,10,0,0,96,85,41,43,39,0,12,21,2.5
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,43,271666301,42,0,28,0,0,125,50,39,78,4,0,11,33,7
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,22,305650299,9,0,11,1,0,85,71,43,65,23,0,9,5,3
